1062662,N,N,N,N,N,NULL,9,,
1063011,N,N,N,,N,UN,,,
1063255,N,N,N,N,N,UN,9,,
1064157,N,N,N,N,N,UN,,,
1065629,N,N,N,,N,UN,,,
1066068,N,N,N,N,N,GP,,,
1066492,N,Y,N,,N,NULL,,,
1066539,N,N,N,N,N,UN,,,
1068295,N,N,N,N,N,UN,,,
1068788,N,N,N,,N,NULL,,,
1069055,N,N,N,,N,UN,,,
1098875,N,N,N,,N,UN,,,
1099216,N,N,N,N,N,UN,,,
1100105,N,N,N,,N,GP,,,
1100642,N,N,N,N,N,UN,,,
1100809,N,N,N,N,N,UN,,,
1101673,N,N,N,,N,GP,,,
1102015,N,N,N,N,N,UN,,,
1102094,N,N,N,,N,UN,,,
1102196,N,N,N,,N,VP,,,
1102777,N,N,N,,N,UN,,,
1103944,N,N,N,N,N,UN,,,
1104206,N,N,N,,N,GP,,,
1104262,N,N,N,,N,CTP,,,
1104331,N,N,N,,N,VP,,--,12
1104661,N,N,N,,N,UN,,,
1105103,N,N,N,,N,CP,,,
1105179,N,N,N,,N,UN,,,
1105329,N,Y,N,N,N,NULL,9,,
1105502,N,N,N,,N,CP,,,
1105952,N,N,N,N,N,UN,10,,
1106096,N,N,N,N,N,UN,,,
1131445,,,,,,UN,,,
1131667,,,,,,CP,,,
1132184,,,,,,TP,,,
1133097,N,Y,N,N,N,UN,10,,
1133145,,,,,,UN,,,
1133189,N,Y,Y,N,N,NULL,9,,
1133328,,,,,,UN,,,
1133468,,,,,,UN,,,
1133574,,,,,,GP,,16,17
1133986,,,,,,CP,,,
1134076,,,,,,UN,,,
1134111,,,,,,UN,,,
1134162,,,,,,CTP,,,
1134691,,,,,,UN,,,16
1134790,,,,,,UN,,,
1134889,,,,,,UN,,,
1135033,,,,,,OT,,,
1135455,,,,,,CP,,16,16
1135817,,,,,,UN,,,
1136203,,,,,,CTP,,15,15
1136457,,,,,,CTP,,,
1136920,,,,,,UN,,,
1137007,,,,,,UN,,,
1137078,,,,,,CP,,,
1137521,,,,,,CP,,,
1138325,,,,,,GP,,,
1138411,,,,,,UN,,,
1138470,,,,,,UN,,,
1138520,,,,,,UN,,,
1139063,,,,,,UN,,,
1139375,,,,,,UN,,,
1139747,N,N,N,N,N,UN,6,,
1139789,,,,,,UN,,,
1140071,,,,,,UN,,,
1140253,N,N,N,N,N,UN,12,,
1140372,,,,,,UN,,,
1069775,N,N,N,N,N,UN,,,
1070051,N,N,N,,N,UN,,,
1071271,N,N,N,,N,UN,,,
1071925,N,N,N,,N,UN,,,
1072137,N,N,N,,N,CTP,,,
1072826,N,N,N,,N,UN,,,
1073123,N,N,N,,N,UN,,15,15
1074445,N,N,N,,N,NULL,,,
1074599,N,N,N,N,N,UN,,,
1074865,N,N,N,,N,CTP,,14,15
1074997,N,N,N,N,N,UN,,,
1075315,N,Y,N,,N,UN,,,
1075804,N,N,N,N,N,UN,,,
1075823,N,Y,N,,N,GP,,15,--
1076194,N,N,N,N,N,OT,13,8,12
1077634,N,Y,Y,,N,UN,,,
1077835,N,N,N,N,N,OT,,12,12
1077866,N,N,N,,N,UN,,,
1078215,N,Y,N,,N,UN,,,
1079294,N,N,N,,N,GP,,,
1079871,N,N,N,,N,CP,,,
1080014,Y,N,N,Y,N,NULL,10,,
1080504,N,Y,N,N,N,UN,11,,
1081385,N,N,N,,N,UN,,,
1081406,Y,N,N,Y,N,UN,,,
1081495,N,N,N,,N,NULL,,,
1082205,N,N,N,,N,GP,,,
1083202,N,N,N,N,N,UN,,,
1084276,N,N,N,N,N,UN,,,
1107228,N,N,N,,N,UN,,,
1107962,N,N,N,N,N,UN,,,
1108824,N,N,N,,N,GP,,,
1109762,N,N,N,,N,GP,,,
1110869,N,N,N,N,N,UN,,,
1110872,N,N,N,,N,UN,,,
1111158,N,N,N,,N,UN,,,
1111190,N,N,N,,N,GP,,,
1111206,N,N,N,,N,UN,,,
1111389,N,Y,N,,N,UN,,,
1111400,N,N,N,N,N,UN,,,
1113539,,,,,,UN,,,
1114195,N,Y,N,Y,N,UN,11,,
1156685,,,,,,UN,,,
1156702,,,,,,UN,,,
1156723,,,,,,UN,,,
1156723,,,,,,UN,,,
1156724,,,,,,UN,,,
1156733,,,,,,UN,,,
1156750,,,,,,UN,,,
1156767,,,,,,CP,,,
1156770,,,,,,UN,,,
1156773,,,,,,UN,,,
1156775,,,,,,UN,,,
1156775,,,,,,UN,,,
1156777,,,,,,UN,,,
1156783,,,,,,UN,,,
1156800,,,,,,VP,,,
1156819,,,,,,UN,,,
1156978,,,,,,UN,,,
1156980,,,,,,UN,,,
1156997,,,,,,UN,,,
1156997,,,,,,UN,,,
1157003,,,,,,UN,,,
1157010,,,,,,GP,,,
1157149,,,,,,UN,,,
1157157,,,,,,UN,,,
1157171,,,,,,CP,,,
1157206,,,,,,UN,,,
1157228,,,,,,CP,,,
1157241,N,N,N,N,N,NULL,5,,
1157255,,,,,,UN,,,
1157337,,,,,,GP,,,
1157347,,,,,,UN,,,
1157350,,,,,,UN,,,
1157355,,,,,,UN,,,
1157357,,,,,,UN,,,
1157360,,,,,,UN,,,
1157365,,,,,,UN,,,
1157367,,,,,,UN,,,
1157370,,,,,,CP,,,
1157385,,,,,,UN,,,
1157387,,,,,,UN,,,
1157418,,,,,,UN,,,
1157435,,,,,,UN,,,
1157452,N,N,N,N,N,UN,8,,
1157500,,,,,,CP,,,
1157517,,,,,,UN,,,
1157538,N,N,N,N,N,UN,12,,
1157591,,,,,,UN,,,
1157606,,,,,,OT,,14,15
1157623,,,,,,CP,,,
1157709,,,,,,UN,,,
1157725,,,,,,UN,,,
1157776,,,,,,GP,,,
1157785,,,,,,UN,,,
1157809,,,,,,UN,,,
1157866,,,,,,UN,,,
1157891,,,,,,GP,,,
1157964,,,,,,UN,,,
1158108,,,,,,UN,,,
1158240,N,N,N,N,N,NULL,10,,
1158253,N,N,N,N,N,UN,11,,
1158268,,,,,,CP,,--,--
1158299,N,N,N,N,N,NULL,8,,
1158301,N,N,N,N,N,UN,12,12,12
1158334,,,,,,UN,,12,16
1158342,N,N,N,N,N,NULL,8,,
1158349,,,,,,GP,,,
1158349,,,,,,GP,,,
1158365,,,,,,GP,,17,17
1158374,,,,,,UN,,,
1158477,,,,,,CP,,15,16
1158484,,,,,,GP,,14,
1158509,,,,,,UN,,,
1158530,,,,,,CP,,16,15
1158542,N,N,N,N,N,UN,11,12,13
1158593,,,,,,CP,,12,12
1158642,,,,,,UN,,12,14
1158647,,,,,,CTP,,,
1158678,,,,,,CTP,,12,10
1158685,,,,,,CTP,,15,15
1158736,,,,,,UN,,,
1158741,,,,,,CP,,15,15
1158744,,,,,,UN,,,
1158746,,,,,,CP,,12,12
1158746,,,,,,CP,,12,12
0078849,N,N,N,N,N,UN,,,
0078932,N,N,N,N,N,UN,,,
0078967,N,N,N,,N,UN,,,
0078969,N,N,N,N,N,UN,,,
0079009,N,N,N,,N,UN,,,
0079042,N,N,N,,N,UN,,,
0079097,N,N,N,N,N,UN,,,
0079109,N,N,N,,N,VP,,,
0079179,N,N,N,N,N,UN,,,
0079704,N,N,N,N,N,UN,,,
0079846,N,N,N,N,N,UN,,,
0079985,N,N,N,,N,UN,,,
0080772,N,N,N,,N,TUP,,,
0081245,N,N,N,N,N,UN,,,
1017871,N,N,N,,N,UN,,,
1018984,N,N,N,N,N,UN,12,10,12
1019370,N,N,N,,N,CP,,,
1019795,N,Y,Y,,N,UN,,,
1020294,N,Y,Y,,N,UN,,,
1021067,N,N,N,Y,N,UN,,,
1021362,N,N,N,,N,UN,,,
1023092,N,N,N,,N,CP,,,
1023705,N,N,N,,N,UN,,,
1086901,N,N,N,,N,UN,,,
1087205,N,N,N,N,N,UN,,,
1087858,N,N,N,,N,GP,,,
1088787,N,Y,N,N,N,UN,10,,
1088810,N,N,N,,N,CP,,,
1088821,N,N,N,,N,GP,,,
1090761,N,N,N,,N,UN,,,
1091346,N,Y,Y,Y,N,UN,,,
1091508,N,N,N,N,N,UN,,,
1123456,,,,,,CP,,12,15
1123653,,,,,,UN,,,
1124003,,,,,,UN,,,
1124075,N,Y,N,N,N,UN,12,,
1124400,N,N,N,N,N,NULL,10,,
1124480,,,,,,UN,,,
1125464,N,N,N,Y,N,NULL,9,,
1125741,,,,,,CTP,,,
1126479,,,,,,UN,,,
1127300,,,,,,UN,,,
1127360,,,,,,UN,,,
1127613,,,,,,UN,,,
1127964,,,,,,CP,,,
1128112,N,N,N,N,N,UN,11,,
1128123,,,,,,UN,,,
1128270,,,,,,CP,,,
1128473,N,N,N,Y,N,UN,9,,
1128591,N,Y,N,N,N,UN,12,,
1128805,,,,,,UN,,,
1129502,,,,,,UN,,12,12
1129635,,,,,,CTP,,12,12
1129824,N,Y,N,N,N,UN,12,,
1130122,,,,,,CP,,,
1130156,,,,,,VP,,12,16
1130460,,,,,,GP,,15,15
1130796,N,N,N,Y,N,UN,12,,
1130942,,,,,,UN,,,
1149417,N,N,N,N,N,UN,12,,
1149477,,,,,,UN,,,
1149563,,,,,,UN,,,
1149620,,,,,,UN,,,
1149679,,,,,,CTP,,,
1149689,,,,,,CP,,,
1062519,N,Y,N,N,N,UN,12,,
1063247,N,Y,N,,N,TP,,,
1063877,N,N,N,,N,CTP,,,
1064200,N,N,N,N,N,UN,,,
1064483,N,N,N,N,N,UN,,,
1064804,N,N,N,,N,UN,,,
1065290,N,N,N,,N,UN,,,
1065760,N,N,N,N,N,UN,,,
1066241,N,N,N,,N,UN,,,
1066423,N,N,N,,N,CP,,,
1067921,N,Y,Y,Y,Y,CP,10,,
1068476,N,N,N,N,N,UN,,,
1099944,N,N,N,,N,UN,,,
1101394,N,N,N,N,N,UN,,,
1102137,N,N,N,N,N,NULL,,,
1102581,N,N,N,,N,CP,,,
1103313,N,N,N,N,N,NULL,,,
1103923,N,N,N,,N,UN,,,
1104434,N,N,N,,N,UN,,,
1104623,N,N,N,,N,UN,,,
1105544,N,N,N,,N,CP,,,
1105745,N,N,N,N,N,UN,,,
1105799,N,N,N,Y,N,UN,14,,
1131511,,,,,,UN,,,
1131663,,,,,,UN,,,
1131794,N,N,N,N,N,UN,12,,
1131794,N,N,N,N,N,UN,12,,
1131824,,,,,,CP,,12,12
1132031,,,,,,CP,,,
1132194,,,,,,UN,,,
1132632,,,,,,CTP,,,
1132734,,,,,,OT,,12,16
1132927,,,,,,UN,,,
1134244,N,Y,N,N,N,UN,11,,
1134501,,,,,,UN,,,
1134809,,,,,,UN,,,
1135005,,,,,,UN,,12,16
1135029,,,,,,CP,,,
1136112,,,,,,UN,,,
1136887,,,,,,CP,,12,12
1136887,,,,,,CP,,12,12
1136918,,,,,,UN,,,
1137143,,,,,,UN,,,
1137241,,,,,,UN,,,
1137477,,,,,,GP,,,
1137522,,,,,,CP,,,
1138245,,,,,,UN,,,
1138319,,,,,,GP,,12,--
1138456,,,,,,CP,,12,12
1138506,,,,,,UN,,,
1138759,,,,,,NULL,,,
1139119,,,,,,CP,,17,16
1139236,N,N,N,N,N,UN,10,,
1139296,,,,,,UN,,,
1139659,,,,,,UN,,,
1139741,,,,,,UN,,,
1139743,,,,,,UN,,,
1139744,,,,,,UN,,,
1139788,,,,,,UN,,,
1139910,,,,,,CP,,,
1140068,,,,,,UN,,,
1140179,,,,,,UN,,12,13
1140266,,,,,,UN,,,
1140273,,,,,,UN,,,
1070293,N,N,N,N,N,NULL,,,
1070767,N,N,N,N,N,UN,,,
1071112,N,N,N,,N,CTP,,,
1072795,N,N,N,,N,NULL,,,
1073259,N,N,N,N,N,UN,11,,
1073322,N,N,N,Y,N,UN,12,,
1073443,N,N,N,,N,CP,,12,12
1073580,N,N,N,,N,TUP,,,
1075293,N,N,N,,N,UN,,,
1075763,N,N,N,Y,N,UN,--,10,12
1075773,N,N,N,,N,UN,,,
1076655,N,N,N,,N,UN,,,
1077661,N,N,N,,N,UN,,,
1077950,N,N,N,,N,UN,,,
1078878,N,Y,Y,,N,UN,--,,
1079137,N,N,N,,N,UN,,,
1079156,N,N,N,,N,UN,,,
1079305,N,N,N,,N,OT,,,
1080052,N,N,N,,N,UN,,,
1080479,N,N,N,N,N,NULL,,,
1080483,N,N,N,,N,OP,,,
1080971,N,N,N,Y,N,UN,12,,
1082088,N,N,N,,N,CP,,12,12
1082675,N,N,N,,N,GP,,,
1083082,Y,N,N,N,N,UN,,,
1083226,N,N,N,,N,VP,,,
1107720,N,N,N,N,N,UN,,,
1108808,N,N,N,N,N,UN,,,
1110390,N,N,N,N,N,UN,10,,
1111460,N,N,N,,N,NULL,,,
1111811,N,N,N,N,N,UN,,,
1111874,N,N,N,N,N,UN,,,
1111985,N,N,N,,N,GP,16,,
1112234,N,N,N,,N,GP,,,
1112450,N,N,N,,N,UN,,,
1112685,N,N,N,,N,UN,,,
1113212,,,,,,UN,,,
1113500,,,,,,TP,,,
1113501,,,,,,UN,,,
1113722,,,,,,GP,,,
1114204,,,,,,UN,,,
1156700,,,,,,VP,,,
1156720,,,,,,GP,,,
1156725,,,,,,UN,,,
1156754,,,,,,UN,,,
1156769,,,,,,UN,,,
1156774,,,,,,UN,,,
1156784,,,,,,UN,,,
1156850,,,,,,UN,,,
1156862,,,,,,CP,,,
1156966,,,,,,VP,,,
1156973,,,,,,UN,,,
1156998,,,,,,UN,,,
1157017,,,,,,UN,,,
1157072,,,,,,UN,,,
1157108,,,,,,VP,,,
1157109,,,,,,CP,,,
1157274,,,,,,UN,,,
1157285,,,,,,GP,,,
1157344,,,,,,UN,,,
1157346,,,,,,UN,,,
1157351,,,,,,UN,,,
1157352,,,,,,UN,,,
1157353,,,,,,UN,,,
1157369,,,,,,UN,,,
1157371,,,,,,UN,,,
1062551,N,N,N,Y,N,UN,12,,
1062635,N,N,N,N,N,UN,,,
1063609,N,N,N,,N,CAP,,,
1064251,N,N,N,,N,UN,,,
1064970,N,N,N,N,N,CP,,,
1065551,N,Y,N,Y,N,NULL,3,,
1065727,N,N,Y,Y,N,GP,9,12,12
1066235,N,N,N,,N,UN,,,
1066371,N,N,N,,N,UN,,,
1066831,N,Y,Y,Y,N,UN,11,,
1066990,N,N,N,N,N,UN,,,
1067224,N,N,N,,N,UN,,,
1067268,N,Y,N,,N,UN,,,
1067268,N,Y,N,,N,UN,,,
1068070,N,N,N,N,N,UN,,,
1068615,N,N,N,N,N,UN,,,
1068718,N,Y,N,Y,N,GP,12,12,15
1069316,N,N,N,N,N,UN,,,
1069394,N,N,N,,N,GP,,,
1098978,N,N,N,,N,GP,,,
1099356,N,N,N,Y,N,NULL,,,
1099422,N,N,N,,N,CP,,,
1100874,N,N,N,,N,GP,,,
1100881,N,N,N,Y,Y,UN,12,,
1102394,N,Y,N,Y,N,NULL,11,,
1102503,N,N,N,N,N,NULL,,,
1102797,N,N,N,,N,UN,,,
1102870,N,N,N,,N,CP,,12,15
1103101,N,N,N,N,N,OP,12,,
1103822,N,N,N,N,N,NULL,,,
1104228,N,N,N,N,N,GP,,,
1104319,N,N,N,Y,N,UN,,,
1104402,N,N,N,,N,CP,,,
1104968,N,N,N,,N,UN,,,
1105880,N,N,N,,N,UN,,,
1131564,,,,,,UN,,,
1132365,,,,,,CP,,,
1132506,N,N,N,N,N,UN,11,,
1132684,N,Y,N,N,N,UN,9,,
1132955,N,Y,N,N,N,UN,10,,
1133388,N,Y,N,N,N,UN,10,,
1133690,N,N,N,N,N,UN,9,,
1134163,,,,,,UN,,,
1135818,,,,,,UN,,,
1136424,N,Y,N,N,Y,NULL,12,,
1137195,,,,,,TP,,,
1137702,,,,,,GP,,12,12
1138247,,,,,,GP,,15,15
1138445,,,,,,UN,,,
1138630,,,,,,UN,,,
1138901,N,N,N,N,N,UN,11,,
1138901,N,N,N,N,N,UN,11,,
1139575,,,,,,UN,,,
1139736,N,Y,N,N,N,UN,10,12,15
1139775,,,,,,CTP,,,
1139906,,,,,,GP,,12,12
1140224,,,,,,UN,,,
1140268,,,,,,UN,,,
1069802,N,N,N,,N,GP,,9,15
1070006,N,N,N,,N,UN,,,
1070713,N,N,N,N,N,NULL,,,
1070826,N,N,N,,N,GP,,,
1071531,N,N,N,N,N,UN,11,,
1071645,N,N,N,,N,GP,,,
1071688,N,N,N,,N,UN,,,
1071803,N,N,N,,N,UN,,,
1071868,N,N,N,N,N,UN,,,
1072758,N,N,N,Y,N,GP,12,,
1072847,N,N,N,,N,UN,,,
1072867,N,N,N,,N,UN,,,
1073043,N,N,N,,N,NULL,,,
1073306,N,N,N,,N,CTP,,,
1076029,N,N,N,N,N,UN,,,
1076688,N,N,N,,N,UN,,,
1076835,N,N,N,,N,UN,,,
1076909,N,Y,N,,N,UN,,,
1077230,N,N,N,,N,UN,,,
1077693,N,Y,N,,N,NULL,,,
1077977,N,N,N,N,N,NULL,,,
1078836,N,N,N,,N,UN,,,
1078886,N,N,N,,N,UN,,,
1079311,N,N,N,N,N,UN,,,
1080328,N,N,N,,N,UN,,,
1081669,N,N,N,,N,UN,,,
1082265,N,N,N,,N,UN,12,12,11
1082265,N,N,N,,N,UN,12,12,11
1082575,N,N,N,,N,CTP,,12,15
1082610,N,N,N,,N,UN,,,
1083699,N,N,N,,N,CP,,,
1083993,N,N,N,,N,UN,,,
1106544,N,N,N,,N,CP,,,
1107230,N,N,N,N,N,VP,,,
1107484,N,N,N,N,N,UN,,,
1107553,N,N,N,,N,GP,,,
1108287,N,N,N,N,N,UN,,,
1108544,N,N,N,,N,UN,,,
1109321,N,Y,N,,N,UN,,,
1109905,N,N,N,,N,GP,12,,
1110448,N,N,N,,N,UN,,12,16
1110902,N,Y,N,,N,NULL,,,
1111453,N,Y,Y,,N,UN,,,
1112265,N,N,N,,N,GP,,,
1113334,N,Y,N,Y,N,UN,10,,
1113817,,,,,,CTP,,,
1156668,,,,,,GP,,12,--
1156686,,,,,,UN,,,
1156692,,,,,,UN,,,
1156694,,,,,,GP,,,
1156766,,,,,,UN,,,
1156782,,,,,,UN,,,
1156792,,,,,,GP,,,
1156801,,,,,,TP,,,
1156843,,,,,,VP,,,
1156866,,,,,,CTP,,,
1156881,,,,,,CP,,,
1156914,,,,,,CP,,,
1156950,,,,,,UN,,,
1156960,,,,,,CP,,,
1156969,,,,,,GP,,,
1156975,,,,,,UN,,,
1156979,,,,,,UN,,,
1156993,,,,,,UN,,,
1157002,,,,,,UN,,,
1157048,,,,,,UN,,,
1157068,,,,,,UN,,12,12
1157124,,,,,,CP,,,
1157220,,,,,,UN,,,
1157336,,,,,,CP,,,
1157374,,,,,,UN,,,
1157388,,,,,,UN,,,
1157389,,,,,,UN,,,
1157403,,,,,,UN,,,
1157415,,,,,,UN,,,
1157416,,,,,,UN,,,
1157417,,,,,,UN,,,
1157428,,,,,,UN,,,
1157429,,,,,,UN,,,
1157439,,,,,,UN,,,
1157440,,,,,,UN,,10,12
1157556,,,,,,UN,,,
1157628,N,Y,N,N,N,OP,12,,
1157673,,,,,,UN,,,
1157755,,,,,,UN,,,
1157879,,,,,,UN,,,
1157900,,,,,,UN,,,
1157901,,,,,,UN,,,
1157913,,,,,,UN,,,
1158070,N,N,N,N,N,NULL,8,,
1158085,,,,,,UN,,,
1158190,,,,,,UN,,,
1158246,,,,,,CP,,16,16
1158246,,,,,,CP,,16,16
1158276,,,,,,CP,,12,12
1158373,,,,,,UN,,15,15
1158400,,,,,,CP,,,
1158438,N,N,N,N,N,UN,11,,
1158446,,,,,,UN,,,
1158460,,,,,,CP,,16,12
1158463,,,,,,UN,,15,12
1158480,,,,,,UN,,,
1158498,N,N,N,N,N,UN,12,,
1158575,,,,,,TP,,10,12
1158614,,,,,,GP,,12,14
1158655,,,,,,CP,,15,12
1158676,,,,,,OT,,16,15
1158676,,,,,,OT,,16,15
1158696,,,,,,UN,,,
1158712,,,,,,CP,,12,15
1158743,,,,,,CP,,16,--
1158756,,,,,,CP,,16,16
1158773,,,,,,CP,,,
1158810,,,,,,CTP,,12,15
1158812,,,,,,CP,,,
1158820,,,,,,UN,,16,15
1158830,,,,,,CP,,17,16
1158831,,,,,,UN,,12,15
